"","SampleID","X16S_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"SRR13800978","SRR13800978","X1351_630","FMT_BOGR_5",5,"FMT","FMT_BOGR","FMT.5","BOGR","BOGR_5","no","FMT",NA,NA,"8/30/15",32.16806,-107.75105,1311,"desert","West","South Central",242,3788.055556,4985.472222,5103.71,5141.61,197.9699993,242.5299984,275.6799989,0.878876706,0.137816025,12.11232942,8.3,0.191467043,0.992189514,0.393071839,2.457626154,14.79166667,172.5761439,1748.809602
"SRR13801074","SRR13801074","X1351_1899","SFA_SCSC_10",10,"SFA","SFA_SCSC","SFA.10","SCSC","SCSC_10","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801073","SRR13801073","X1351_1900","SFA_SCSC_11",11,"SFA","SFA_SCSC","SFA.11","SCSC","SCSC_11","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801075","SRR13801075","X1351_1890","SFA_SCSC_1",1,"SFA","SFA_SCSC","SFA.1","SCSC","SCSC_1","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801071","SRR13801071","X1351_1891","SFA_SCSC_2",2,"SFA","SFA_SCSC","SFA.2","SCSC","SCSC_2","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801069","SRR13801069","X1351_1892","SFA_SCSC_3",3,"SFA","SFA_SCSC","SFA.3","SCSC","SCSC_3","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801068","SRR13801068","X1351_1893","SFA_SCSC_4",4,"SFA","SFA_SCSC","SFA.4","SCSC","SCSC_4","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801067","SRR13801067","X1351_1894","SFA_SCSC_5",5,"SFA","SFA_SCSC","SFA.5","SCSC","SCSC_5","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801066","SRR13801066","X1351_1895","SFA_SCSC_6",6,"SFA","SFA_SCSC","SFA.6","SCSC","SCSC_6","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801065","SRR13801065","X1351_1896","SFA_SCSC_7",7,"SFA","SFA_SCSC","SFA.7","SCSC","SCSC_7","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13801064","SRR13801064","X1351_1897","SFA_SCSC_8",8,"SFA","SFA_SCSC","SFA.8","SCSC","SCSC_8","no","SFA",NA,NA,"7/4/15",31.09185,-94.26535,74.7,"tallgrass","East","South",185,2648,5664.222222,5649.681667,5840.85,876.0900116,977.1066628,1233.229977,0.852256186,0.173356106,14.77438137,6.89,0.200311804,1.038882517,0.411570024,2.36912248,1.770833333,191.0361578,2616.379254
"SRR13800971","SRR13800971","X1351_1748","GMT_BOER_10",10,"GMT","GMT_BOER","GMT.10","BOER","BOER_10","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800970","SRR13800970","X1351_1749","GMT_BOER_11",11,"GMT","GMT_BOER","GMT.11","BOER","BOER_11","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800969","SRR13800969","X1351_1750","GMT_BOER_12",12,"GMT","GMT_BOER","GMT.12","BOER","BOER_12","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800972","SRR13800972","X1351_1739","GMT_BOER_1",1,"GMT","GMT_BOER","GMT.1","BOER","BOER_1","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800968","SRR13800968","X1351_1740","GMT_BOER_2",2,"GMT","GMT_BOER","GMT.2","BOER","BOER_2","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800967","SRR13800967","X1351_1741","GMT_BOER_3",3,"GMT","GMT_BOER","GMT.3","BOER","BOER_3","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800966","SRR13800966","X1351_1742","GMT_BOER_4",4,"GMT","GMT_BOER","GMT.4","BOER","BOER_4","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800965","SRR13800965","X1351_1743","GMT_BOER_5",5,"GMT","GMT_BOER","GMT.5","BOER","BOER_5","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800964","SRR13800964","X1351_1744","GMT_BOER_6",6,"GMT","GMT_BOER","GMT.6","BOER","BOER_6","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800963","SRR13800963","X1351_1745","GMT_BOER_7",7,"GMT","GMT_BOER","GMT.7","BOER","BOER_7","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800961","SRR13800961","X1351_1746","GMT_BOER_8",8,"GMT","GMT_BOER","GMT.8","BOER","BOER_8","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800960","SRR13800960","X1351_1747","GMT_BOER_9",9,"GMT","GMT_BOER","GMT.9","BOER","BOER_9","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.931730898,0.073271265,6.826910195,8.36,0.184938491,0.953070296,0.377574132,2.84098398,3.125,118.8113846,2198.156685
"SRR13800935","SRR13800935","X1351_695","GMT_BOGR_1",1,"GMT","GMT_BOGR","GMT.1","BOGR","BOGR_1","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800930","SRR13800930","X1351_1751","GMT_BOGR_3",3,"GMT","GMT_BOGR","GMT.3","BOGR","BOGR_3","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800929","SRR13800929","X1351_1752","GMT_BOGR_4",4,"GMT","GMT_BOGR","GMT.4","BOGR","BOGR_4","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800928","SRR13800928","X1351_1753","GMT_BOGR_5",5,"GMT","GMT_BOGR","GMT.5","BOGR","BOGR_5","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800926","SRR13800926","X1351_1754","GMT_BOGR_6",6,"GMT","GMT_BOGR","GMT.6","BOGR","BOGR_6","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800925","SRR13800925","X1351_1755","GMT_BOGR_7",7,"GMT","GMT_BOGR","GMT.7","BOGR","BOGR_7","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13800924","SRR13800924","X1351_1756","GMT_BOGR_8",8,"GMT","GMT_BOGR","GMT.8","BOGR","BOGR_8","no","GMT",NA,NA,"7/14/15",31.95908,-104.76002,1551,"desert","West","South",195,2395.361111,4578.555556,4813.326667,4835.385,362.5900021,479.2366638,483.2499962,0.895374909,0.116850595,10.46250907,8.18,0.189147458,0.989560343,0.392030251,3.181812602,0,123.6798163,3031.83572
"SRR13801576","SRR13801576","X1351_1651","GNF_SCSC_10",10,"GNF","GNF_SCSC","GNF.10","SCSC","SCSC_10","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801574","SRR13801574","X1351_1652","GNF_SCSC_11",11,"GNF","GNF_SCSC","GNF.11","SCSC","SCSC_11","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801572","SRR13801572","X1351_1643","GNF_SCSC_3",3,"GNF","GNF_SCSC","GNF.3","SCSC","SCSC_3","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801569","SRR13801569","X1351_1646","GNF_SCSC_6",6,"GNF","GNF_SCSC","GNF.6","SCSC","SCSC_6","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801175","SRR13801175","X1351_1647","GNF_SCSC_7",7,"GNF","GNF_SCSC","GNF.7","SCSC","SCSC_7","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801174","SRR13801174","X1351_1648","GNF_SCSC_8",8,"GNF","GNF_SCSC","GNF.8","SCSC","SCSC_8","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801173","SRR13801173","X1351_1649","GNF_SCSC_9",9,"GNF","GNF_SCSC","GNF.9","SCSC","SCSC_9","no","GNF",NA,NA,"8/30/15",32.74914,-108.2876,1825,"desert","West","South Central",242,2860.111111,3778.083333,4166.71,4155.925,375.6100025,353.6433365,374.2500047,0.895530732,0.116656263,10.44692684,7.66,0.185278784,0.951137185,0.376808298,1.296898207,7.916666667,145.0445119,1643.005099
"SRR13801168","SRR13801168","X1351_1538","HAR_ANGE_11",11,"HAR","HAR_ANGE","HAR.11","ANGE","ANGE_11","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801167","SRR13801167","X1351_1539","HAR_ANGE_12",12,"HAR","HAR_ANGE","HAR.12","ANGE","ANGE_12","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801172","SRR13801172","X1351_1526","HAR_ANGE_1",1,"HAR","HAR_ANGE","HAR.1","ANGE","ANGE_1","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801166","SRR13801166","X1351_1527","HAR_ANGE_2",2,"HAR","HAR_ANGE","HAR.2","ANGE","ANGE_2","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801165","SRR13801165","X1351_1528","HAR_ANGE_3",3,"HAR","HAR_ANGE","HAR.3","ANGE","ANGE_3","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801164","SRR13801164","X1351_1529","HAR_ANGE_4",4,"HAR","HAR_ANGE","HAR.4","ANGE","ANGE_4","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801162","SRR13801162","X1351_1531","HAR_ANGE_6",6,"HAR","HAR_ANGE","HAR.6","ANGE","ANGE_6","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801161","SRR13801161","X1351_1532","HAR_ANGE_7",7,"HAR","HAR_ANGE","HAR.7","ANGE","ANGE_7","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801160","SRR13801160","X1351_1533","HAR_ANGE_8",8,"HAR","HAR_ANGE","HAR.8","ANGE","ANGE_8","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801158","SRR13801158","X1351_1534","HAR_ANGE_9",9,"HAR","HAR_ANGE","HAR.9","ANGE","ANGE_9","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.877682724,0.139363887,12.23172761,7.73,0.190004009,0.998321278,0.395501036,5.085013551,4.791666667,132.2984759,1163.114385
"SRR13801157","SRR13801157","X1351_632","HAR_BOGR_1",1,"HAR","HAR_BOGR","HAR.1","BOGR","BOGR_1","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
"SRR13801153","SRR13801153","X1351_633","HAR_BOGR_2",2,"HAR","HAR_BOGR","HAR.2","BOGR","BOGR_2","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
"SRR13801152","SRR13801152","X1351_634","HAR_BOGR_3",3,"HAR","HAR_BOGR","HAR.3","BOGR","BOGR_3","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
"SRR13801373","SRR13801373","X1351_635","HAR_BOGR_4",4,"HAR","HAR_BOGR","HAR.4","BOGR","BOGR_4","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
"SRR13801372","SRR13801372","X1351_636","HAR_BOGR_5",5,"HAR","HAR_BOGR","HAR.5","BOGR","BOGR_5","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
"SRR13801371","SRR13801371","X1351_637","HAR_BOGR_6",6,"HAR","HAR_BOGR","HAR.6","BOGR","BOGR_6","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.887331033,0.126975123,11.26689667,7.08,0.193311948,0.9772699,0.387161194,5.113750517,0,99.26686047,2055.912487
